30	0.026315789473684
90	0.078947368421053
150	0.105263157894737
210	0.072368421052632
270	0.065789473684211
330	0.046052631578947
390	0.039473684210526
450	0.046052631578947
510	0.026315789473684
570	0.026315789473684
630	0.019736842105263
690	0.032894736842105
750	0
810	0
870	0.026315789473684
930	0.019736842105263
990	0.026315789473684
1050	0.019736842105263
1110	0.013157894736842
1170	0.019736842105263
1230	0.006578947368421
1290	0.013157894736842
1350	0.013157894736842
1410	0.006578947368421
1470	0
1530	0.026315789473684
1590	0.032894736842105
1650	0.026315789473684
1710	0.006578947368421
1770	0.039473684210526
1830	0
1890	0.006578947368421
1950	0.032894736842105
2010	0.006578947368421
2070	0
2130	0
2190	0
2250	0.006578947368421
2310	0
2370	0.013157894736842
2430	0
2490	0
2550	0.013157894736842
2610	0
2670	0
2730	0
2790	0.013157894736842
2850	0
2910	0
2970	0
3030	0
3090	0
3150	0.006578947368421
3210	0
3270	0
3330	0
3390	0
3450	0
3510	0
3570	0
3630	0
3690	0
3750	0.006578947368421
3810	0.006578947368421
3870	0
3930	0
3990	0
4050	0
4110	0
4170	0
4230	0
4290	0
4350	0
4410	0
4470	0.006578947368421
